Date,Open,High,Low,Close,Volume,Daily_Return,Price_Range,Price_Change,MA_7,MA_30,MA_90,Volatility_30d,Day_of_Week,Month,Year,Quarter
2016-01-19,387.03,387.73,378.97,380.15,46819800,-1.81,8.76,-6.88,394.88,427.6,384.75,3.85,Tuesday,1,2016,1
2016-01-20,379.74,425.27,376.6,420.23,121720000,10.54,48.67,40.49,393.15,426.98,386.38,4.34,Wednesday,1,2016,1
2016-01-21,419.63,422.88,406.3,410.26,68338000,-2.37,16.58,-9.37,390.28,426.11,387.86,4.36,Thursday,1,2016,1
2016-01-22,409.75,410.41,375.28,382.49,91546600,-6.77,35.13,-27.26,392.88,424.11,388.98,4.51,Friday,1,2016,1
2016-01-23,382.43,394.54,381.98,387.49,56247400,1.31,12.56,5.06,392.87,421.86,390.14,4.48,Saturday,1,2016,1
2016-01-24,388.1,405.48,387.51,402.97,54824800,3.99,17.97,14.87,395.82,420.1,391.44,4.55,Sunday,1,2016,1
2016-01-25,402.32,402.32,388.55,391.73,59062400,-2.79,13.76,-10.59,396.47,419.25,392.53,4.32,Monday,1,2016,1
2016-01-26,392.0,397.77,390.58,392.15,58147000,0.11,7.19,0.15,398.19,418.23,393.5,4.31,Tuesday,1,2016,1
2016-01-27,392.44,396.84,391.78,394.97,47424400,0.72,5.06,2.53,394.58,417.32,394.41,4.31,Wednesday,1,2016,1
2016-01-28,395.15,395.5,379.73,380.29,59247900,-3.72,15.77,-14.86,390.3,415.56,394.99,4.33,Thursday,1,2016,1
