Date,Open,High,Low,Close,Volume,Daily_Return,Price_Range,Price_Change,MA_7,MA_30,MA_90,Volatility_30d,Day_of_Week,Month,Year,Quarter
2014-09-17,465.86,468.17,452.42,457.33,21056800,,15.75,-8.53,,,,,Wednesday,9,2014,3
2014-09-18,456.86,456.86,413.1,424.44,34483200,-7.19,43.76,-32.42,,,,,Thursday,9,2014,3
2014-09-19,424.1,427.83,384.53,394.8,37919700,-6.98,43.3,-29.31,,,,,Friday,9,2014,3
2014-09-20,394.67,423.3,389.88,408.9,36863600,3.57,33.41,14.23,,,,,Saturday,9,2014,3
2014-09-21,408.08,412.43,393.18,398.82,26580100,-2.47,19.24,-9.26,,,,,Sunday,9,2014,3
2014-09-22,399.1,406.92,397.13,402.15,24127600,0.84,9.79,3.05,,,,,Monday,9,2014,3
2014-09-23,402.09,441.56,396.2,435.79,45099500,8.36,45.36,33.7,417.46,,,,Tuesday,9,2014,3
2014-09-24,435.75,436.11,421.13,423.2,30627700,-2.89,14.98,-12.55,412.59,,,,Wednesday,9,2014,3
2014-09-25,423.16,423.52,409.47,411.57,26814400,-2.75,14.05,-11.58,410.75,,,,Thursday,9,2014,3
2014-09-26,411.43,414.94,400.01,404.42,21460800,-1.74,14.93,-7.0,412.12,,,,Friday,9,2014,3
2014-09-27,403.56,406.62,397.37,399.52,15029300,-1.21,9.25,-4.04,410.78,,,,Saturday,9,2014,3
2014-09-28,399.47,401.02,374.33,377.18,23613300,-5.59,26.68,-22.29,407.69,,,,Sunday,9,2014,3
2014-09-29,376.93,385.21,372.24,375.47,32497700,-0.45,12.97,-1.46,403.88,,,,Monday,9,2014,3
2014-09-30,376.09,390.98,373.44,386.94,34707300,3.06,17.53,10.86,396.9,,,,Tuesday,9,2014,3
2014-10-01,387.43,391.38,380.78,383.61,26229400,-0.86,10.6,-3.81,391.25,,,,Wednesday,10,2014,4
2014-10-02,383.99,385.5,372.95,375.07,21777700,-2.23,12.55,-8.92,386.03,,,,Thursday,10,2014,4
2014-10-03,375.18,377.7,357.86,359.51,30901200,-4.15,19.84,-15.67,379.62,,,,Friday,10,2014,4
2014-10-04,359.89,364.49,325.89,328.87,47236500,-8.52,38.6,-31.03,369.52,,,,Saturday,10,2014,4
2014-10-05,328.92,341.8,289.3,320.51,83308096,-2.54,52.51,-8.41,361.43,,,,Sunday,10,2014,4
2014-10-06,320.39,345.13,302.56,330.08,79011800,2.99,42.57,9.69,354.94,,,,Monday,10,2014,4
2014-10-07,330.58,339.25,320.48,336.19,49199900,1.85,18.77,5.6,347.69,,,,Tuesday,10,2014,4
2014-10-08,336.12,354.36,327.19,352.94,54736300,4.98,27.18,16.82,343.31,,,,Wednesday,10,2014,4
2014-10-09,352.75,382.73,347.69,365.03,83641104,3.42,35.04,12.28,341.87,,,,Thursday,10,2014,4
2014-10-10,364.69,375.07,352.96,361.56,43665700,-0.95,22.1,-3.12,342.17,,,,Friday,10,2014,4
2014-10-11,361.36,367.19,355.95,362.3,13345200,0.2,11.24,0.94,346.94,,,,Saturday,10,2014,4
2014-10-12,362.61,379.43,356.14,378.55,17552800,4.49,23.29,15.94,355.23,,,,Sunday,10,2014,4
2014-10-13,377.92,397.23,368.9,390.41,35221400,3.13,28.33,12.49,363.85,,,,Monday,10,2014,4
2014-10-14,391.69,411.7,391.32,400.87,38491500,2.68,20.37,9.18,373.09,,,,Tuesday,10,2014,4
2014-10-15,400.95,402.23,388.77,394.77,25267100,-1.52,13.46,-6.18,379.07,,,,Wednesday,10,2014,4
2014-10-16,394.52,398.81,373.07,382.56,26990000,-3.09,25.74,-11.96,381.57,384.11,,,Thursday,10,2014,4
2014-10-17,382.76,385.48,375.39,383.76,13600700,0.31,10.09,1.0,384.75,381.66,,3.91,Friday,10,2014,4
2014-10-18,383.98,395.16,378.97,391.44,11416800,2.0,16.19,7.47,388.91,380.56,,3.73,Saturday,10,2014,4
2014-10-19,391.25,393.94,386.46,389.55,5914570,-0.48,7.48,-1.71,390.48,380.39,,3.5,Sunday,10,2014,4
2014-10-20,389.23,390.08,378.25,382.85,16419000,-1.72,11.83,-6.39,389.4,379.52,,3.45,Monday,10,2014,4
2014-10-21,382.42,392.65,380.83,386.48,14188900,0.95,11.81,4.05,387.34,379.11,,3.43,Tuesday,10,2014,4
2014-10-22,386.12,388.58,382.25,383.16,11641300,-0.86,6.33,-2.96,385.68,378.47,,3.43,Wednesday,10,2014,4
2014-10-23,382.96,385.05,356.45,358.42,26456900,-6.46,28.6,-24.55,382.23,375.89,,3.23,Thursday,10,2014,4
2014-10-24,358.59,364.35,353.3,358.35,15585700,-0.02,11.04,-0.25,378.6,373.73,,3.2,Friday,10,2014,4
2014-10-25,358.61,359.86,342.88,347.27,18127500,-3.09,16.98,-11.34,372.29,371.59,,3.21,Saturday,10,2014,4
2014-10-26,347.49,359.22,343.93,354.7,11272500,2.14,15.29,7.22,367.32,369.93,,3.23,Sunday,10,2014,4
2014-10-27,354.78,358.63,349.81,352.99,13033000,-0.48,8.82,-1.79,363.05,368.38,,3.23,Monday,10,2014,4
2014-10-28,353.21,359.98,352.68,357.62,7845880,1.31,7.31,4.4,358.93,367.73,,3.09,Tuesday,10,2014,4
2014-10-29,357.09,357.83,335.34,335.59,18192700,-6.16,22.49,-21.5,352.13,366.4,,3.28,Wednesday,10,2014,4
2014-10-30,335.71,350.91,335.07,345.3,30177900,2.89,15.84,9.6,350.26,365.01,,3.27,Thursday,10,2014,4
2014-10-31,345.01,348.05,337.14,338.32,12545400,-2.02,10.9,-6.69,347.4,363.5,,3.29,Friday,10,2014,4
2014-11-01,338.65,340.53,321.05,325.75,16677200,-3.72,19.47,-12.9,344.33,361.86,,3.33,Saturday,11,2014,4
2014-11-02,326.08,329.05,320.63,325.89,8603620,0.04,8.42,-0.18,340.21,360.74,,3.25,Sunday,11,2014,4
2014-11-03,325.57,334.0,325.48,327.55,12948500,0.51,8.52,1.98,336.58,360.69,,2.86,Monday,11,2014,4
2014-11-04,327.16,331.77,325.08,330.49,15655500,0.9,6.69,3.33,332.7,361.02,,2.82,Tuesday,11,2014,4
2014-11-05,330.68,343.37,330.68,339.49,19817200,2.72,12.69,8.8,333.26,361.34,,2.81,Wednesday,11,2014,4
2014-11-06,339.46,352.97,338.42,349.29,18797000,2.89,14.54,9.83,333.83,361.77,,2.84,Thursday,11,2014,4
2014-11-07,349.82,352.73,341.78,342.42,16834200,-1.97,10.96,-7.4,334.41,361.42,,2.71,Friday,11,2014,4
2014-11-08,342.15,347.03,342.15,345.49,8535470,0.9,4.88,3.33,337.23,360.77,,2.64,Saturday,11,2014,4
2014-11-09,345.38,363.63,344.26,363.26,24205600,5.15,19.37,17.89,342.57,360.83,,2.8,Sunday,11,2014,4
2014-11-10,362.27,374.82,357.56,366.92,30450100,1.01,17.26,4.66,348.19,360.98,,2.81,Monday,11,2014,4
2014-11-11,365.86,371.31,363.73,367.7,15838900,0.21,7.58,1.84,353.51,360.62,,2.68,Tuesday,11,2014,4
2014-11-12,367.98,429.72,367.98,423.56,45783200,15.19,61.73,55.58,365.52,361.73,,3.83,Wednesday,11,2014,4
2014-11-13,427.27,457.09,401.12,420.73,58945000,-0.67,55.97,-6.54,375.73,362.39,,3.81,Thursday,11,2014,4
2014-11-14,418.42,419.25,384.79,397.82,29589200,-5.45,34.46,-20.6,383.64,362.49,,3.94,Friday,11,2014,4
2014-11-15,399.65,405.53,371.01,376.13,15727500,-5.45,34.52,-23.52,388.02,362.28,,4.03,Saturday,11,2014,4
2014-11-16,374.73,390.8,374.6,387.88,11905600,3.12,16.2,13.15,391.54,362.41,,4.07,Sunday,11,2014,4
2014-11-17,388.35,410.2,377.5,387.41,41518800,-0.12,32.7,-0.94,394.46,362.28,,4.05,Monday,11,2014,4
2014-11-18,387.79,392.4,371.12,375.2,32222500,-3.15,21.29,-12.59,395.53,361.8,,4.09,Tuesday,11,2014,4
2014-11-19,373.9,386.48,373.9,380.55,18931800,1.43,12.58,6.66,389.39,361.72,,4.09,Wednesday,11,2014,4
2014-11-20,380.31,382.02,356.78,357.84,25233200,-5.97,25.24,-22.47,380.4,360.77,,4.23,Thursday,11,2014,4
2014-11-21,357.88,357.88,344.11,350.85,29850100,-1.95,13.77,-7.03,373.69,359.69,,4.24,Friday,11,2014,4
2014-11-22,351.6,364.84,350.88,352.92,15273000,0.59,13.96,1.32,370.38,359.51,,4.07,Saturday,11,2014,4
2014-11-23,353.17,370.85,353.17,367.57,15151600,4.15,17.67,14.4,367.48,359.82,,4.14,Sunday,11,2014,4
2014-11-24,366.95,387.21,366.67,376.9,30930100,2.54,20.54,9.95,365.98,360.8,,4.12,Monday,11,2014,4
